TVD,X,Y,MD,AZIMUT,INCLINACION
4589.26,517178.0,2109863.02,4679.985,179.35286133569372,26.2759094635468
4616.16,517164.72,2109863.17,4709.984,179.35286133569372,26.2759094635468
4643.06,517151.44,2109863.32,4739.98,179.30920267377712,26.259267949785315
4669.96,517138.17,2109863.48,4769.989,179.35286133569372,26.267584558848604
4696.87,517124.89,2109863.63,4799.989,179.35286133569372,26.2759094635468
4723.77,517111.61,2109863.78,4829.988,179.30972280213493,26.276296302259055
4750.67,517098.33,2109863.94,4859.984,179.3523737067816,26.25888076448062
4777.57,517085.06,2109864.09,4889.984,179.35286133569372,26.2759094635468
4804.47,517071.78,2109864.24,4919.983,179.35286133569372,26.2759094635468
4831.37,517058.5,2109864.39,4949.983,179.30972280213493,26.276296302259055
4858.27,517045.22,2109864.55,4979.988,179.3523737067816,26.250554732415136
4885.18,517031.95,2109864.7,5009.988,179.35286133569372,26.2759094635468
4912.08,517018.67,2109864.85,5039.987,179.30972280213493,26.276296302259055
4938.98,517005.39,2109865.01,5069.983,179.3523737067816,26.25888076448062
4965.88,516992.12,2109865.16,5099.983,179.35286133569372,26.2759094635468
4992.78,516978.84,2109865.31,5129.983,179.30972280213493,26.276296302259055
5019.68,516965.56,2109865.47,5159.991,179.35286133569372,26.267584558848604
5046.59,516952.28,2109865.62,5189.987,179.3523737067816,26.25888076448062
5073.49,516939.01,2109865.77,5219.987,179.35286133569372,26.2759094635468
5100.39,516925.73,2109865.92,5249.986,179.30972280213493,26.276296302259055
5127.29,516912.45,2109866.08,5279.982,179.3523737067816,26.25888076448062
5154.19,516899.18,2109866.23,5309.982,179.35286133569372,26.2759094635468
5181.09,516885.9,2109866.38,5339.982,179.30972280213493,26.276296302259055
5207.99,516872.62,2109866.54,5369.99,179.35286133569372,26.267584558848604
5234.9,516859.34,2109866.69,5399.986,179.3523737067816,26.25888076448062
5261.8,516846.07,2109866.84,5429.986,179.35286133569372,26.2759094635468
5288.7,516832.79,2109866.99,5459.985,179.30972280213493,26.276296302259055
5315.6,516819.51,2109867.15,5489.981,179.3523737067816,26.25888076448062
5342.5,516806.24,2109867.3,5519.981,179.35286133569372,26.2759094635468
5369.4,516792.96,2109867.45,5549.99,179.30972280213493,26.26797142313701
5396.31,516779.68,2109867.61,5579.989,179.35286133569372,26.2759094635468
5423.21,516766.4,2109867.76,5609.985,179.3523737067816,26.25888076448062
5450.11,516753.13,2109867.91,5639.985,179.30972280213493,26.276296302259055
5477.01,516739.85,2109868.07,5669.984,179.35286133569372,26.2759094635468
5503.91,516726.57,2109868.22,5699.98,179.3523737067816,26.25888076448062
5530.81,516713.3,2109868.37,5729.98,179.35286133569372,26.2759094635468
5557.71,516700.02,2109868.52,5759.989,179.30972280213493,26.26797142313701
5584.62,516686.74,2109868.68,5789.988,179.35286133569372,26.2759094635468
5611.52,516673.46,2109868.83,5819.984,179.3523737067816,26.25888076448062
5638.42,516660.19,2109868.98,5849.984,179.30972280213493,26.276296302259055
5665.32,516646.91,2109869.14,5879.983,179.35286133569372,26.2759094635468
5692.22,516633.63,2109869.29,5909.979,179.3523737067816,26.25888076448062
5719.12,516620.36,2109869.44,5939.988,179.35286133569372,26.267584558848604
5746.03,516607.08,2109869.59,5969.988,179.30972280213493,26.276296302259055
5772.93,516593.8,2109869.75,5999.987,179.35286133569372,26.2759094635468
5799.83,516580.52,2109869.9,6029.983,179.3523737067816,26.25888076448062
5826.73,516567.25,2109870.05,6059.983,179.30972280213493,26.276296302259055
5853.63,516553.97,2109870.21,6089.982,179.35286133569372,26.2759094635468
5880.53,516540.69,2109870.36,6119.978,179.3523737067816,26.25888076448062
5907.43,516527.42,2109870.51,6149.987,179.30972280213493,26.26797142313701
5934.34,516514.14,2109870.67,6179.987,179.35286133569372,26.2759094635468
5961.24,516500.86,2109870.82,6209.986,179.35286133569372,26.2759094635468
5988.14,516487.58,2109870.97,6239.982,179.3523737067816,26.25888076448062
6015.04,516474.31,2109871.12,6269.982,179.30972280213493,26.276296302259055
6041.94,516461.03,2109871.28,6299.981,179.35286133569372,26.2759094635468
6068.84,516447.75,2109871.43,6329.986,179.3523737067816,26.250554732415136
6095.75,516434.48,2109871.58,6359.986,179.30972280213493,26.276296302259055
6122.65,516421.2,2109871.74,6389.986,179.35286133569372,26.2759094635468
6149.55,516407.92,2109871.89,6419.985,179.35286133569372,26.2759094635468
6176.45,516394.64,2109872.04,6449.981,179.30920267377712,26.259267949785315
6203.35,516381.37,2109872.2,6479.981,179.35286133569372,26.2759094635468
6230.25,516368.09,2109872.35,6509.98,179.35286133569372,26.2759094635468
6257.15,516354.81,2109872.5,6539.989,179.35286133569372,26.267584558848604
6284.06,516341.53,2109872.65,6569.985,179.30920267377712,26.259267949785315
6310.96,516328.26,2109872.81,6599.985,179.35286133569372,26.2759094635468
6337.86,516314.98,2109872.96,6631.299,179.3386062388712,26.27192021252514
6365.94,516301.12,2109873.12,6659.98,179.3227764624463,26.262862435375595
6391.66,516288.43,2109873.27,6689.98,179.35286133569372,26.2759094635468
6418.56,516275.15,2109873.42,6719.988,179.35286133569372,26.267584558848604
6445.47,516261.87,2109873.57,6749.988,179.35286133569372,26.2759094635468
6472.37,516248.59,2109873.72,6779.984,179.30920267377712,26.259267949785315
6499.27,516235.32,2109873.88,6809.984,179.35286133569372,26.2759094635468
6526.17,516222.04,2109874.03,6839.983,179.35286133569372,26.2759094635468
6553.07,516208.76,2109874.18,6869.979,179.30920267377712,26.259267949785315
6579.97,516195.49,2109874.34,6899.988,179.35286133569372,26.267584558848604
6606.88,516182.21,2109874.49,6929.987,179.35286133569372,26.2759094635468
6633.78,516168.93,2109874.64,6959.987,179.30972280213493,26.276296302259055
6660.68,516155.65,2109874.8,6989.983,179.3523737067816,26.25888076448062
6687.58,516142.38,2109874.95,7019.983,179.35286133569372,26.2759094635468
6714.48,516129.1,2109875.1,7049.982,179.35286133569372,26.2759094635468
6741.38,516115.82,2109875.25,7079.978,179.30920267377712,26.259267949785315
6768.28,516102.55,2109875.41,7109.987,179.35286133569372,26.267584558848604
6795.19,516089.27,2109875.56,7139.986,179.35286133569372,26.2759094635468
6822.09,516075.99,2109875.71,7169.986,179.30972280213493,26.276296302259055
6848.99,516062.71,2109875.87,7199.982,179.3523737067816,26.25888076448062
6875.89,516049.44,2109876.02,7229.982,179.35286133569372,26.2759094635468
6902.79,516036.16,2109876.17,7259.981,179.35286133569372,26.2759094635468
6929.69,516022.88,2109876.32,7289.986,179.30920267377712,26.250554732415136
6956.6,516009.61,2109876.48,7319.986,179.35286133569372,26.2759094635468
6983.5,515996.33,2109876.63,7344.981,179.32718076214013,26.28984208704123
